,location,size,total_sqft,bath,balcony,price
8687,Thigalarapalya,3,2072.0,4.0,2.0,155.0
8688,Thigalarapalya,4,3122.0,6.0,2.0,235.0
8689,Thigalarapalya,3,2072.0,4.0,2.0,153.0
8691,Thigalarapalya,3,2072.0,4.0,2.0,157.0
8692,Thigalarapalya,2,1418.0,2.0,2.0,105.0
8693,Thigalarapalya,4,3362.0,5.0,2.0,249.0
8694,Thigalarapalya,4,3122.0,6.0,2.0,245.0
8697,Thigalarapalya,4,4190.0,4.0,2.0,325.0
8701,Thigalarapalya,2,1400.0,2.0,2.0,105.0
8703,Thigalarapalya,2,1297.0,2.0,2.0,98.0
8705,Thubarahalli,4,3800.0,4.0,3.0,239.0
8706,Thubarahalli,2,1200.0,2.0,2.0,78.0
8707,Thubarahalli,2,1128.0,2.0,2.0,75.0
8708,Thubarahalli,2,1185.0,2.0,2.0,65.0
8709,Thubarahalli,2,975.0,2.0,1.0,55.0
8710,Thubarahalli,2,1330.0,2.0,1.0,75.0
8711,Thubarahalli,2,1085.0,2.0,1.0,70.0
8712,Thubarahalli,2,1216.0,2.0,1.0,80.0
8713,Thubarahalli,2,1200.0,2.0,2.0,79.0
8714,Thubarahalli,2,1200.0,2.0,2.0,80.0
8715,Thubarahalli,2,1200.0,2.0,2.0,79.55
8717,Thubarahalli,3,2625.0,3.0,3.0,175.0
8718,Thubarahalli,2,975.0,2.0,1.0,50.0
8720,Thubarahalli,3,1584.0,3.0,2.0,101.0
8721,Thyagaraja Nagar,1,800.0,1.0,1.0,100.0
8722,Thyagaraja Nagar,5,2000.0,4.0,2.0,145.0
8723,Thyagaraja Nagar,3,1270.0,2.0,2.0,95.25
8724,Thyagaraja Nagar,2,1040.0,2.0,1.0,68.0
8725,Tindlu,3,1500.0,2.0,1.0,87.0
8726,Tindlu,7,7500.0,7.0,2.0,400.0
8727,Tindlu,3,1357.0,2.0,2.0,65.0
8728,Tindlu,3,1500.0,3.0,1.0,87.0
8729,Tindlu,3,1370.07,3.0,1.0,65.0
8730,Tindlu,2,1165.0,2.0,2.0,59.8
8731,Tindlu,2,1050.0,2.0,2.0,55.0
8732,Tindlu,2,1100.0,2.0,2.0,55.0
8733,Tumkur Road,3,1500.0,3.0,3.0,95.0
8734,Tumkur Road,3,1779.0,3.0,2.0,112.0
8735,Tumkur Road,3,1586.0,3.0,1.0,100.0
8736,Tumkur Road,2,1098.0,2.0,1.0,72.0
8737,Tumkur Road,3,1354.0,3.0,1.0,90.0
8738,Tumkur Road,3,1240.0,2.0,1.0,84.0
8739,Tumkur Road,2,1239.0,2.0,1.0,82.0
8740,Tumkur Road,2,1246.0,2.0,1.0,82.0
8741,Tumkur Road,3,1500.0,3.0,3.0,100.0
8743,Tumkur Road,3,1416.0,3.0,1.0,94.0
8744,Tumkur Road,2,1027.0,2.0,1.0,60.0
8745,Tumkur Road,2,1027.0,2.0,1.0,68.62
8746,Tumkur Road,3,1459.0,2.0,1.0,95.0
8747,Tumkur Road,2,992.0,2.0,1.0,60.0
8748,Tumkur Road,2,1066.0,2.0,2.0,52.5
8749,Tumkur Road,3,1240.0,2.0,1.0,79.0
8750,Tumkur Road,3,1441.0,2.0,1.0,95.0
8751,Tumkur Road,3,1240.0,2.0,1.0,83.0
8752,Tumkur Road,2,1027.0,2.0,1.0,67.0
8754,Tumkur Road,3,1354.0,3.0,1.0,85.86
8755,Ulsoor,3,2135.0,3.0,2.0,215.0
8756,Ulsoor,2,1275.0,2.0,2.0,120.0
8757,Ulsoor,2,1200.0,2.0,0.0,60.0
8758,Ulsoor,2,1180.0,2.0,2.0,100.0
8759,Ulsoor,3,1340.0,3.0,0.0,90.0
8760,Ulsoor,3,1500.0,2.0,2.0,125.0
8761,Ulsoor,3,2000.0,3.0,3.0,185.0
8762,Ulsoor,2,1255.0,2.0,3.0,120.0
8763,Ulsoor,3,1685.0,4.0,2.0,185.0
8765,Ulsoor,3,2135.0,3.0,2.0,170.0
8766,Ulsoor,2,1160.0,2.0,1.0,130.0
8767,Uttarahalli,3,1440.0,2.0,3.0,62.0
8768,Uttarahalli,2,1143.0,2.0,2.0,45.0
8769,Uttarahalli,2,1020.0,2.0,2.0,45.0
8770,Uttarahalli,2,1286.0,2.0,2.0,63.0
8771,Uttarahalli,2,1101.0,2.0,0.0,45.0
8773,Uttarahalli,2,1175.0,2.0,2.0,47.0
8774,Uttarahalli,3,1390.0,2.0,2.0,62.55
8775,Uttarahalli,3,1330.0,2.0,1.0,56.0
8776,Uttarahalli,2,1008.0,2.0,3.0,45.0
8777,Uttarahalli,3,1390.0,2.0,2.0,60.47
8778,Uttarahalli,3,1617.0,3.0,3.0,66.68
8779,Uttarahalli,2,1150.0,2.0,1.0,49.0
8780,Uttarahalli,3,1330.0,2.0,1.0,56.0
8781,Uttarahalli,2,1200.0,2.0,2.0,44.0
8784,Uttarahalli,2,882.0,2.0,1.0,30.0
8785,Uttarahalli,2,993.0,2.0,1.0,39.71
8786,Uttarahalli,2,1045.0,2.0,1.0,45.0
8787,Uttarahalli,2,850.0,2.0,2.0,37.93
8789,Uttarahalli,3,1345.0,2.0,1.0,57.0
8790,Uttarahalli,2,1089.0,2.0,1.0,43.55
8792,Uttarahalli,2,1279.0,2.0,2.0,48.0
8794,Uttarahalli,3,1425.0,2.0,2.0,64.0
8795,Uttarahalli,2,1155.0,2.0,2.0,40.42
8796,Uttarahalli,2,1050.0,2.0,1.0,42.0
8797,Uttarahalli,3,1300.0,2.0,1.0,55.0
8798,Uttarahalli,3,1250.0,2.0,1.0,55.0
8799,Uttarahalli,3,1200.0,3.0,1.0,50.0
8800,Uttarahalli,2,1085.0,2.0,2.0,43.0
8802,Uttarahalli,2,1175.0,2.0,1.0,47.0
8803,Uttarahalli,2,1175.0,2.0,1.0,47.0
8804,Uttarahalli,3,1215.0,2.0,2.0,52.85
8806,Uttarahalli,2,1325.0,2.0,1.0,53.0
8807,Uttarahalli,3,1300.0,2.0,2.0,60.0
8808,Uttarahalli,2,850.0,2.0,2.0,35.0
8810,Uttarahalli,3,1360.0,2.0,3.0,61.2
8811,Uttarahalli,2,1134.0,2.0,1.0,45.36
8813,Uttarahalli,3,1320.0,2.0,3.0,55.44
8814,Uttarahalli,3,1390.0,2.0,2.0,61.16
8815,Uttarahalli,2,1090.0,2.0,2.0,45.0
8816,Uttarahalli,2,1050.0,2.0,1.0,42.0
8817,Uttarahalli,2,1123.0,2.0,1.0,48.0
8818,Uttarahalli,3,1329.0,2.0,1.0,56.0
8819,Uttarahalli,2,938.0,2.0,0.0,35.0
8822,Uttarahalli,2,1100.0,1.0,2.0,45.0
8823,Uttarahalli,2,1125.0,2.0,1.0,47.0
8825,Uttarahalli,3,1390.0,2.0,3.0,62.55
8827,Uttarahalli,2,1180.0,2.0,1.0,41.3
8829,Uttarahalli,2,1160.0,2.0,2.0,45.0
8830,Uttarahalli,3,1280.0,2.0,2.0,60.0
8832,Uttarahalli,2,1190.0,2.0,1.0,53.55
8833,Uttarahalli,3,1330.0,2.0,1.0,57.0
8834,Uttarahalli,3,1560.0,3.0,3.0,74.0
8836,Uttarahalli,2,1125.0,2.0,1.0,48.0
8837,Uttarahalli,3,1320.0,2.0,2.0,55.44
8839,Uttarahalli,2,1160.0,2.0,2.0,40.6
8841,Uttarahalli,2,1065.0,2.0,1.0,42.59
8842,Uttarahalli,2,1075.0,2.0,1.0,46.76
8843,Uttarahalli,2,1155.0,2.0,1.0,40.6
8846,Uttarahalli,3,1215.0,2.0,2.0,52.85
8848,Uttarahalli,2,1180.0,2.0,1.0,41.3
8851,Uttarahalli,2,1002.0,2.0,1.0,40.08
8852,Uttarahalli,2,1002.0,2.0,1.0,40.08
8853,Uttarahalli,2,1075.0,2.0,1.0,40.0
8855,Uttarahalli,2,1155.0,2.0,2.0,40.43
8856,Uttarahalli,2,1025.0,2.0,1.0,35.88
8857,Uttarahalli,2,1125.0,2.0,1.0,47.65
8858,Uttarahalli,2,1300.0,2.0,2.0,55.0
8859,Uttarahalli,2,1025.0,2.0,1.0,35.88
8860,Uttarahalli,2,980.0,2.0,1.0,45.0
8861,Uttarahalli,2,1125.0,2.0,1.0,47.0
8866,Uttarahalli,2,1175.0,2.0,2.0,47.0
8869,Uttarahalli,3,1525.0,2.0,2.0,62.82
8872,Uttarahalli,2,1213.0,2.0,2.0,48.0
8874,Uttarahalli,2,900.0,2.0,2.0,35.0
8875,Uttarahalli,2,1065.0,2.0,1.0,42.6
8878,Uttarahalli,2,1125.0,2.0,1.0,47.0
8879,Uttarahalli,3,1270.0,2.0,2.0,55.25
8880,Uttarahalli,3,1270.0,2.0,1.0,55.25
8881,Uttarahalli,2,1107.0,2.0,1.0,45.0
8882,Uttarahalli,2,1200.0,2.0,1.0,55.0
8884,Uttarahalli,3,1500.0,3.0,1.0,68.0
8885,Uttarahalli,2,1120.0,2.0,1.0,50.0
8886,Uttarahalli,2,1150.0,2.0,1.0,46.0
8887,Uttarahalli,3,1330.0,2.0,1.0,58.0
8889,Uttarahalli,2,1050.0,2.0,1.0,42.0
8890,Uttarahalli,2,1125.0,2.0,1.0,48.0
8891,Uttarahalli,3,1345.0,2.0,1.0,57.0
8892,Uttarahalli,3,1345.0,2.0,1.0,57.0
8894,Uttarahalli,2,1037.0,2.0,1.0,36.0
8896,Uttarahalli,2,1000.0,2.0,2.0,39.5
8897,Uttarahalli,2,1125.0,1.0,2.0,45.0
8898,Uttarahalli,3,1308.0,2.0,3.0,53.0
8899,Uttarahalli,2,1160.0,2.0,2.0,40.58
8901,Uttarahalli,2,1000.0,2.0,1.0,35.0
8902,Uttarahalli,3,1330.0,2.0,1.0,57.0
8903,Uttarahalli,2,1125.0,2.0,1.0,47.0
8904,Uttarahalli,2,1165.0,1.0,0.0,42.09
8905,Uttarahalli,2,1260.0,2.0,2.0,55.0
8906,Uttarahalli,2,1284.0,2.0,2.0,53.36
8907,Uttarahalli,2,1150.0,2.0,1.0,45.99
8909,Uttarahalli,3,1290.0,2.0,3.0,56.12
8910,Uttarahalli,3,1328.0,2.0,1.0,56.0
8911,Uttarahalli,2,1040.0,2.0,2.0,36.4
8912,Uttarahalli,3,1290.0,2.0,2.0,56.12
8914,Uttarahalli,2,1075.0,2.0,1.0,46.76
8915,Uttarahalli,3,1345.0,2.0,1.0,57.0
8916,Varthur,2,1160.0,2.0,2.0,44.0
8917,Varthur,2,1385.0,2.0,3.0,80.0
8918,Varthur,3,1535.0,3.0,2.0,65.99
8919,Varthur,2,1024.0,2.0,2.0,42.0
8920,Varthur,2,1125.0,2.0,2.0,40.0
8921,Varthur,2,1112.0,2.0,2.0,40.0
8922,Varthur,2,1055.0,2.0,2.0,45.35
8923,Varthur,2,1280.0,2.0,2.0,65.0
8924,Varthur,2,977.0,2.0,2.0,36.0
8925,Varthur,3,1250.0,3.0,2.0,71.0
8926,Varthur,3,1200.0,3.0,1.0,67.75
8927,Varthur,2,1111.0,2.0,2.0,41.88
8928,Varthur,2,1140.0,2.0,3.0,55.5
8929,Varthur,2,1012.0,2.0,1.0,59.0
8930,Varthur,2,1140.0,2.0,2.0,39.9
8931,Varthur,2,1090.0,2.0,2.0,48.0
8932,Varthur,3,1450.0,3.0,2.0,71.0
8933,Varthur,2,1210.0,2.0,1.0,60.0
8934,Varthur,2,1070.0,2.0,2.0,46.0
8935,Varthur,3,1360.0,2.0,3.0,85.0
8936,Varthur,2,965.0,2.0,1.0,34.0
8937,Varthur,2,1120.0,2.0,2.0,44.24
8938,Varthur,3,1395.0,2.0,3.0,79.0
8939,Varthur,2,1085.0,2.0,1.0,45.0
8940,Varthur,2,1250.0,2.0,2.0,47.0
8941,Varthur,3,1200.0,3.0,1.0,68.38
8943,Varthur,2,1155.0,2.0,1.0,60.0
8944,Varthur,2,1035.0,2.0,1.0,60.0
8945,Varthur,2,1155.0,2.0,2.0,39.0
8946,Varthur,2,1180.0,2.0,2.0,55.0
8948,Varthur,2,1738.0,2.0,1.0,57.35
8949,Varthur,2,1045.0,2.0,1.0,40.65
8950,Varthur,2,1155.0,2.0,2.0,39.0
8951,Varthur,3,1615.0,3.0,2.0,69.43
8952,Varthur,2,1210.0,2.0,1.0,64.15
8954,Varthur,2,1105.0,2.0,3.0,38.0
8955,Varthur,3,1560.0,3.0,2.0,90.0
8956,Varthur,2,1760.0,2.0,1.0,85.0
8957,Varthur,2,1210.0,2.0,2.0,54.0
8958,Varthur,2,1112.0,2.0,2.0,40.0
8960,Varthur,3,1665.0,3.0,2.0,71.58
8961,Varthur Road,2,900.0,2.0,1.0,27.0
8962,Varthur Road,2,1277.0,2.0,2.0,59.0
8963,Varthur Road,3,1247.0,2.0,2.0,58.0
8964,Varthur Road,2,1050.0,2.0,2.0,42.7
8965,Varthur Road,2,1255.0,2.0,2.0,52.76
8966,Varthur Road,2,1033.0,2.0,2.0,32.0
8967,Varthur Road,2,1140.0,2.0,2.0,49.11
8968,Varthur Road,2,850.0,2.0,1.0,25.4
8969,Vasanthapura,2,1022.0,2.0,2.0,40.0
8970,Vasanthapura,2,1135.0,2.0,1.0,39.73
8971,Vasanthapura,2,995.0,2.0,1.0,34.82
8972,Vasanthapura,2,995.0,2.0,1.0,34.82
8973,Vasanthapura,2,1037.0,2.0,1.0,36.28
8974,Vasanthapura,2,978.0,2.0,1.0,34.22
8975,Vasanthapura,2,1037.0,2.0,1.0,36.28
8976,Vidyaranyapura,2,1440.0,2.0,0.0,95.0
8977,Vidyaranyapura,2,1062.0,2.0,3.0,38.0
8978,Vidyaranyapura,2,1200.0,2.0,2.0,55.0
8980,Vidyaranyapura,2,1060.0,2.0,2.0,55.0
8981,Vidyaranyapura,2,1100.0,2.0,1.0,54.0
8982,Vidyaranyapura,3,1440.0,2.0,0.0,70.0
8983,Vidyaranyapura,2,1100.0,2.0,1.0,54.0
8984,Vidyaranyapura,2,1000.0,2.0,1.0,35.0
8986,Vidyaranyapura,2,1120.0,2.0,1.0,70.0
8987,Vidyaranyapura,2,945.0,2.0,2.0,40.0
8988,Vidyaranyapura,2,1100.0,2.0,1.0,54.0
8989,Vidyaranyapura,3,1200.0,2.0,2.0,65.0
8990,Vidyaranyapura,2,1200.0,2.0,2.0,52.0
8991,Vidyaranyapura,2,1050.0,2.0,1.0,50.0
8992,Vidyaranyapura,2,1188.0,2.0,1.0,50.0
8993,Vidyaranyapura,3,1100.0,2.0,1.0,75.0
8994,Vidyaranyapura,3,1100.0,2.0,2.0,72.0
8995,Vidyaranyapura,4,2400.0,5.0,1.0,135.0
8996,Vidyaranyapura,2,1100.0,2.0,1.0,41.0
8997,Vidyaranyapura,2,1200.0,2.0,2.0,60.5
8998,Vidyaranyapura,2,1200.0,2.0,1.0,42.0
8999,Vijayanagar,3,1704.0,3.0,2.0,110.0
9000,Vijayanagar,3,1933.0,3.0,1.0,129.0
9002,Vijayanagar,3,1450.0,3.0,0.0,100.0
9003,Vijayanagar,3,1580.0,2.0,0.0,134.0
9004,Vijayanagar,3,1826.0,3.0,2.0,121.0
9005,Vijayanagar,3,1739.0,3.0,1.0,116.0
9006,Vijayanagar,3,1490.0,3.0,2.0,100.0
9007,Vijayanagar,2,1180.0,2.0,2.0,65.0
9008,Vijayanagar,1,606.0,1.0,0.0,34.78
9009,Vijayanagar,2,1352.0,2.0,2.0,68.0
9010,Vijayanagar,3,1527.0,3.0,2.0,115.0
9011,Vijayanagar,2,989.0,2.0,0.0,60.0
9012,Vijayanagar,3,1520.0,2.0,1.0,103.0
9013,Vijayanagar,3,1749.0,3.0,1.0,117.0
9014,Vijayanagar,2,1046.0,2.0,1.0,75.0
9015,Vijayanagar,1,606.0,1.0,1.0,40.0
9016,Vijayanagar,2,1200.0,2.0,2.0,62.0
9019,Vijayanagar,3,1760.0,3.0,2.0,140.0
9020,Vijayanagar,3,2047.0,3.0,2.0,136.0
9021,Vijayanagar,3,1200.0,2.0,1.0,75.0
9022,Vijayanagar,2,1178.0,2.0,3.0,82.0
9023,Vijayanagar,2,864.0,2.0,0.0,45.0
9024,Vijayanagar,2,920.0,2.0,2.0,60.0
9025,Vijayanagar,2,1019.0,2.0,1.0,58.0
9026,Vijayanagar,5,2400.0,6.0,3.0,125.0
9027,Vijayanagar,2,1180.0,2.0,1.0,86.0
9028,Vijayanagar,2,1046.0,2.0,0.0,49.06
9029,Vijayanagar,1,2400.0,2.0,0.0,230.0
9030,Vijayanagar,1,492.0,1.0,1.0,40.0
9032,Vishveshwarya Layout,1,750.0,1.0,1.0,30.0
9033,Vishveshwarya Layout,4,2000.0,4.0,1.0,75.0
9034,Vishveshwarya Layout,4,2000.0,3.0,0.0,90.0
9035,Vishwapriya Layout,2,820.0,2.0,1.0,30.0
9036,Vishwapriya Layout,2,770.0,2.0,2.0,30.0
9037,Vishwapriya Layout,2,910.0,2.0,3.0,36.0
9038,Vishwapriya Layout,2,890.0,2.0,3.0,37.0
9039,Vittasandra,2,1404.0,2.0,1.0,71.0
9040,Vittasandra,2,1246.0,2.0,1.0,67.0
9041,Vittasandra,2,1404.0,2.0,1.0,69.3
9042,Vittasandra,2,1246.0,2.0,1.0,67.3
9043,Vittasandra,2,1246.0,2.0,1.0,64.5
9044,Vittasandra,2,1246.0,2.0,1.0,64.5
9045,Vittasandra,2,1246.0,2.0,1.0,68.0
9047,Vittasandra,2,1238.0,2.0,1.0,67.0
9048,Vittasandra,2,1404.0,2.0,1.0,75.0
9049,Vittasandra,2,1246.0,2.0,1.0,65.0
9050,Vittasandra,2,1238.0,2.0,1.0,67.0
9051,Vittasandra,2,1246.0,2.0,1.0,67.4
9052,Vittasandra,2,1259.0,2.0,1.0,67.4
9053,Vittasandra,2,1404.0,2.0,1.0,68.8
9054,Vittasandra,2,1246.0,2.0,1.0,62.3
9055,Vittasandra,2,1246.0,2.0,1.0,63.0
9056,Vittasandra,2,1246.0,2.0,1.0,67.4
9057,Vittasandra,2,1246.0,2.0,1.0,65.4
9059,Vittasandra,2,1238.0,2.0,1.0,67.32
9060,Vittasandra,2,1246.0,2.0,1.0,67.4
9062,Vittasandra,2,1246.0,2.0,1.0,67.3
9063,Vittasandra,2,1404.0,2.0,2.0,70.0
9064,Vittasandra,2,1259.0,2.0,1.0,67.48
9065,Vittasandra,2,1404.0,2.0,1.0,75.0
9067,Vittasandra,2,1246.0,2.0,1.0,67.0
9070,Vittasandra,2,1404.0,2.0,1.0,72.0
9071,Vittasandra,2,1246.0,2.0,1.0,67.5
9072,Vittasandra,2,1246.0,2.0,1.0,67.5
9073,Vittasandra,2,1404.0,2.0,1.0,70.0
9074,Vittasandra,2,1246.0,2.0,1.0,65.0
9075,Vittasandra,2,1246.0,2.0,1.0,67.4
9079,Whitefield,3,1610.0,3.0,2.0,81.0
9080,Whitefield,2,1459.0,2.0,1.0,94.82
9085,Whitefield,2,1280.0,2.0,2.0,75.0
9087,Whitefield,3,1910.0,3.0,2.0,161.0
9088,Whitefield,4,3252.0,4.0,1.0,230.0
9089,Whitefield,4,11890.0,4.0,3.0,700.0
9092,Whitefield,2,1150.0,2.0,1.0,70.0
9093,Whitefield,3,1768.0,3.0,2.0,101.0
9095,Whitefield,4,4144.0,4.0,3.0,315.0
9096,Whitefield,4,4104.0,4.0,2.0,360.0
9097,Whitefield,3,1790.0,3.0,2.0,100.0
9098,Whitefield,3,1720.0,3.0,3.0,100.0
9100,Whitefield,3,1640.0,4.0,2.0,91.0
9103,Whitefield,3,2280.0,4.0,2.0,126.0
9107,Whitefield,3,1897.0,3.0,2.0,130.0
9108,Whitefield,3,2225.0,2.0,1.0,125.0
9109,Whitefield,4,4348.5,2.0,2.0,304.0
9112,Whitefield,4,2268.0,3.0,2.0,163.0
9115,Whitefield,4,2400.0,4.0,3.0,200.0
9117,Whitefield,2,1360.0,2.0,1.0,95.0
9119,Whitefield,3,1697.0,3.0,2.0,94.79
9120,Whitefield,4,5000.0,4.0,3.0,400.0
9121,Whitefield,4,3000.0,5.0,3.0,250.0
9122,Whitefield,3,1700.0,3.0,2.0,115.0
9125,Whitefield,3,2842.0,3.0,2.0,162.0
9129,Whitefield,3,1500.0,3.0,1.0,130.0
9130,Whitefield,2,1280.0,2.0,1.0,75.0
9132,Whitefield,3,1405.0,2.0,1.0,78.0
9133,Whitefield,3,2225.0,3.0,3.0,115.0
9134,Whitefield,2,1272.0,2.0,1.0,95.05
9137,Whitefield,2,1192.0,2.0,1.0,71.0
9141,Whitefield,3,1626.0,3.0,3.0,89.0
9142,Whitefield,3,1585.0,3.0,2.0,88.0
9143,Whitefield,1,665.0,2.0,2.0,28.585
9145,Whitefield,2,1280.0,2.0,0.0,85.0
9146,Whitefield,3,1200.0,3.0,2.0,68.5
9147,Whitefield,4,4000.0,4.0,2.0,330.0
9148,Whitefield,3,1697.0,3.0,2.0,108.0
9150,Whitefield,4,3606.0,4.0,2.0,312.0
9151,Whitefield,2,1485.0,2.0,1.0,90.0
9152,Whitefield,1,950.0,1.0,1.0,50.0
9153,Whitefield,4,3584.0,4.0,2.0,199.0
9154,Whitefield,1,825.0,1.0,1.0,45.0
9157,Whitefield,3,1635.0,2.0,2.0,85.0
9158,Whitefield,2,1216.0,2.0,1.0,79.0
9164,Whitefield,2,920.0,2.0,1.0,63.0
9166,Whitefield,2,1170.0,2.0,1.0,71.0
9167,Whitefield,2,1118.0,2.0,1.0,75.0
9168,Whitefield,3,1800.0,3.0,2.0,110.0
9169,Whitefield,3,1562.0,3.0,2.0,103.0
9172,Whitefield,3,2321.0,4.0,1.0,128.0
9173,Whitefield,2,1320.0,2.0,1.0,95.0
9176,Whitefield,3,3010.0,3.0,2.0,200.0
9177,Whitefield,2,1346.0,2.0,1.0,96.17
9178,Whitefield,3,3850.0,5.0,2.0,316.0
9182,Whitefield,4,2500.0,4.0,3.0,155.0
9183,Whitefield,1,905.0,1.0,1.0,55.0
9185,Whitefield,4,2268.0,3.0,0.0,146.0
9188,Whitefield,1,630.5,1.0,0.0,32.79
9189,Whitefield,4,3537.0,5.0,3.0,210.0
9191,Whitefield,3,1697.0,3.0,2.0,115.0
9195,Whitefield,5,3250.0,5.0,0.0,290.0
9199,Whitefield,2,1269.0,2.0,1.0,75.0
9200,Whitefield,5,3227.0,5.0,0.0,250.0
9201,Whitefield,3,1545.0,3.0,2.0,79.0
9204,Whitefield,4,3262.0,4.0,2.0,260.0
9206,Whitefield,2,1132.0,2.0,1.0,79.28
9209,Whitefield,4,2830.0,5.0,2.0,160.0
9211,Whitefield,2,1195.0,2.0,1.0,70.0
9212,Whitefield,3,3480.0,4.0,2.0,284.0
9215,Whitefield,1,709.0,1.0,0.0,34.385
9217,Whitefield,2,1320.0,2.0,3.0,79.5
9218,Whitefield,2,750.0,2.0,1.0,52.7
9219,Whitefield,3,1200.0,3.0,1.0,61.96
9224,Whitefield,3,2094.0,2.0,2.0,113.19
9226,Whitefield,4,3445.0,5.0,3.0,270.0
9227,Whitefield,3,1700.0,3.0,1.0,140.0
9228,Whitefield,4,4827.0,4.0,3.0,400.0
9229,Whitefield,2,1405.0,2.0,2.0,84.5
9231,Whitefield,4,3252.0,4.0,3.0,280.0
9233,Whitefield,2,1150.0,2.0,2.0,90.0
9234,Whitefield,4,2400.0,4.0,3.0,147.0
9236,Whitefield,1,624.0,1.0,1.0,35.0
9239,Whitefield,3,1700.0,3.0,2.0,95.0
9240,Whitefield,4,4960.0,4.0,3.0,400.0
9241,Whitefield,4,2928.0,4.0,3.0,198.0
9243,Whitefield,3,2700.0,5.0,2.0,175.0
9244,Whitefield,2,1216.0,2.0,1.0,84.0
9245,Whitefield,4,2882.0,5.0,1.0,204.0
9246,Whitefield,3,1840.0,3.0,2.0,140.0
9247,Whitefield,3,1778.0,3.0,2.0,122.0
9249,Whitefield,1,650.0,1.0,1.0,25.0
9250,Whitefield,4,2155.0,3.0,3.0,125.0
9255,Whitefield,2,1216.0,2.0,1.0,75.0
9257,Whitefield,2,1255.0,2.0,3.0,77.0
9258,Whitefield,2,1216.0,2.0,1.0,73.0
9259,Whitefield,1,709.0,1.0,0.0,34.735
9263,Whitefield,3,1745.0,3.0,3.0,100.0
9264,Whitefield,4,3200.0,4.0,3.0,224.0
9266,Whitefield,1,825.0,1.0,1.0,44.9
9270,Whitefield,3,1870.0,3.0,2.0,138.0
9273,Whitefield,3,1862.0,3.0,2.0,125.0
9274,Whitefield,3,1655.0,3.0,1.0,113.0
9275,Whitefield,1,530.0,1.0,1.0,29.44
9277,Whitefield,1,905.0,1.0,1.0,50.0
9278,Whitefield,3,1600.0,3.0,2.0,82.0
9280,Whitefield,1,630.5,1.0,0.0,32.15
9281,Whitefield,1,905.0,1.0,1.0,52.0
9285,Whitefield,2,1216.0,2.0,1.0,83.0
9290,Whitefield,4,4075.0,5.0,3.0,226.0
9291,Whitefield,2,1216.0,2.0,1.0,75.0
9299,Whitefield,4,2856.0,5.0,0.0,158.5
9302,Whitefield,1,750.0,1.0,1.0,51.0
9305,Whitefield,2,1173.0,2.0,1.0,77.0
9306,Whitefield,3,1200.0,3.0,1.0,68.4
9310,Whitefield,4,3425.0,5.0,2.0,250.0
9315,Whitefield,3,2173.0,3.0,2.0,128.0
9317,Whitefield,1,905.0,1.0,1.0,62.0
9318,Whitefield,3,1870.0,3.0,2.0,138.0
9319,Whitefield,2,1320.0,2.0,1.0,99.26
9320,Whitefield,3,2901.0,4.0,2.0,190.0
9321,Whitefield,2,1485.0,2.0,1.0,96.51
9322,Whitefield,3,1755.0,3.0,3.0,101.0
9324,Whitefield,3,2225.0,3.0,1.0,149.0
9325,Whitefield,2,1250.0,2.0,2.0,82.0
9327,Whitefield,1,605.0,1.0,1.0,40.0
9330,Whitefield,3,2210.0,3.0,2.0,156.0
9331,Whitefield,2,1173.0,2.0,1.0,78.2
9332,Whitefield,3,1740.0,4.0,3.0,130.0
9333,Whitefield,2,1216.0,2.0,1.0,75.0
9335,Whitefield,3,1655.0,3.0,3.0,120.0
9336,Whitefield,4,4003.0,6.0,3.0,300.0
9338,Whitefield,2,1180.0,2.0,2.0,70.0
9340,Whitefield,3,2023.0,4.0,2.0,130.0
9341,Whitefield,3,2134.0,4.0,2.0,118.0
9344,Whitefield,1,905.0,1.0,1.0,60.0
9350,Whitefield,3,1452.0,3.0,2.0,90.0
9351,Whitefield,4,2850.0,5.0,0.0,240.0
9354,Whitefield,4,2830.0,5.0,3.0,190.0
9355,Whitefield,2,1295.0,2.0,3.0,78.5
9356,Whitefield,1,840.0,1.0,1.0,57.6
9357,Whitefield,1,640.0,1.0,0.0,19.83
9358,Whitefield,3,1991.0,3.0,2.0,104.0
9362,Whitefield,3,1655.0,3.0,2.0,97.0
9363,Whitefield,3,1850.0,3.0,2.0,150.0
9364,Whitefield,3,1200.0,3.0,1.0,67.77
9365,Whitefield,2,1290.0,2.0,0.0,90.0
9368,Whitefield,2,1216.0,2.0,1.0,75.0
9369,Whitefield,2,1356.0,2.0,1.0,94.84
9370,Whitefield,2,1338.0,2.0,1.0,103.0
9373,Whitefield,3,3450.0,4.0,2.0,208.0
9377,Whitefield,2,1267.0,2.0,1.0,90.33
9378,Whitefield,4,2400.0,4.0,1.0,143.0
9379,Whitefield,3,1836.0,3.0,2.0,125.0
9381,Whitefield,3,3596.0,3.0,1.0,200.0
9382,Whitefield,3,1275.0,2.0,3.0,65.0
9385,Whitefield,2,1216.0,2.0,1.0,82.0
9386,Whitefield,2,1495.0,3.0,3.0,88.0
9387,Whitefield,3,1564.0,3.0,1.0,103.0
9388,Whitefield,3,1585.0,3.0,1.0,84.0
9391,Whitefield,3,1558.0,3.0,2.0,90.0
9392,Whitefield,2,1216.0,2.0,1.0,75.0
9394,Whitefield,3,1704.0,3.0,1.0,120.0
9396,Whitefield,2,1256.0,2.0,2.0,73.0
